"index"	"coef"
32	-0.04973255213781
146	-0.0485562121416587
86	-0.0395251627901909
53	0.0376221191375412
149	-0.0369429569399597
150	-0.0369425846677563
100	-0.0368161187558764
133	0.035175744214657
129	-0.0350729772906249
188	-0.0344689215514649
213	-0.0337121278735073
190	0.0334677442764398
201	-0.0326749627431625
109	-0.0325864009914782
330	-0.0325820299317389
195	-0.0325525910695028
200	-0.0325027900067274
51	-0.032396701263192
293	-0.0323767702820437
5	0.0320082600731494
166	-0.0312557186571285
270	-0.0307730023293507
163	0.0307378019388998
291	0.0306805757745461
99	-0.0301182639872369
44	-0.0301014745849036
326	0.0298950854346179
141	0.0297719779553799
91	0.0296702624132816
138	-0.0295450237810399
277	-0.0290340579332737
70	-0.0288436271071744
275	-0.0287417537590926
282	-0.0282572012639192
186	0.0280575108490288
202	-0.0276784283872841
276	0.0273279339507441
184	-0.0272216455211257
181	-0.0271650736167958
9	0.027035915309285
8	0.026902724700102
134	-0.0266549420931471
135	-0.0263675165710812
157	-0.0263122163336693
29	0.0262651129173869
18	-0.0260761064963238
204	-0.0259936326853973
206	-0.025991493812517
76	0.025777765951649
182	-0.0256571763239127
295	-0.0254816112979678
30	0.0254478278993618
159	-0.0253332411512053
158	-0.0250731852898858
37	0.0249933367818425
24	0.0249039712534447
144	-0.0247493010541797
31	0.0247347994340544
7	0.0245529059948823
112	-0.024080835712865
164	0.024049138449423
36	0.023877804144732
321	0.0235055465139312
78	-0.0234766833797043
205	-0.023468555506781
207	-0.023466074405706
328	0.0230834693729716
6	0.0229539153956785
208	-0.0229097519091522
110	0.0223027609181693
178	-0.022131051390385
179	-0.0221300361237265
332	-0.0214176480035184
81	-0.0212258529470372
41	0.0210004725728532
1	0.0209778945308482
3	0.0209717987202062
80	-0.0209581381577824
2	0.0207470572194127
294	0.0205141725754846
28	-0.0204653894228299
66	0.020408212919866
333	-0.020386920863164
42	0.0201439239955855
145	0.0199269679969058
147	-0.0193912777453753
72	-0.0193871239689765
10	0.0193151144084489
263	-0.0191563722780043
137	-0.0190844089161741
75	0.0187289926447198
314	0.0181765113119211
312	0.0181728706539046
16	-0.0180833813233507
313	0.0180738482893479
90	-0.0180572757827031
183	0.0180410327916764
148	0.0179843357424337
34	-0.0179010385281375
302	0.017831138562685
331	0.0177595246454394
301	0.0177153724806246
165	0.0176560161685649
299	0.0176185800004795
298	0.0176183894749439
297	0.0176182038070371
117	0.0175936510676296
85	-0.0175099606047305
84	-0.0175075095771264
21	0.0172610357152563
193	-0.0171395920584067
281	-0.017033879942364
210	-0.0169746007464683
225	-0.0169279845743126
279	0.0167713229771658
58	-0.0164107249951514
136	-0.0163590988436238
11	0.0163500568920092
127	0.0163268265954037
216	0.0163261318311694
303	0.016187994702087
305	-0.0160981668487205
306	-0.0160972083288525
307	-0.0160963999266798
308	-0.0160957158952696
292	-0.0160897359203258
82	0.0160795162343393
140	-0.0160539388775121
214	0.0160181854615999
259	0.0160008521698543
258	0.0159976853812486
257	0.015994422639634
256	0.0159911215348051
317	-0.015825623722907
318	-0.0158248273941404
142	-0.0157986588206523
203	0.0156384247736065
175	0.0155073138657342
174	0.0155067757832106
300	0.014634462586971
130	0.0142184613149305
73	-0.0135449970559499
194	0.0134690101110069
151	0.0131618316712751
315	0.0131438736443928
26	-0.0131025438046193
27	-0.0130586306897044
271	0.0128870725313368
185	0.012745517088455
215	-0.0127307687961451
116	-0.0126923911509779
107	0.0126650943115304
322	0.0125143982586133
218	0.0123568810166411
217	0.0123557842139199
105	-0.012346787178661
319	-0.0122996687129038
278	-0.0122016454998169
111	-0.0121710486513824
35	0.0121445249994723
103	-0.0121126761828665
262	-0.0120496100784464
102	-0.0120207557741211
12	-0.0118461917580624
266	0.011592882014186
265	0.0115917472714924
264	0.011590524657288
192	-0.011586588527252
155	-0.011388800958054
198	0.0112166266315332
212	0.0111358596094029
122	-0.011074858243778
108	-0.0110507952327478
161	-0.0109848112453865
162	-0.0109841198377403
94	0.0109819658291324
71	-0.0109352274676692
267	-0.0109241615752712
290	0.0108904590172016
119	0.0107741940751515
177	0.0105684192142698
260	0.0104855922672605
13	-0.0100031244502727
268	-0.00981061052541756
132	0.00979741672316101
115	-0.00976916777086732
19	0.00959517996518647
20	0.00959304001045571
171	-0.00946985685601668
272	-0.00934405770388992
197	-0.00928608491389416
48	-0.0092821164946941
121	0.00925269776554846
25	0.00923931392086997
170	-0.00915162689886917
118	-0.00888691889514519
89	-0.00888206663583747
180	0.00888182200529691
220	0.00874202771103659
219	0.00874040067539343
143	-0.00843561588345452
280	0.00839574191580427
325	0.00836104472031211
327	0.00828871178464149
324	0.00816333733468875
139	-0.00809310169569484
230	0.00796686476955124
229	0.00796385679906676
228	0.00796109295679991
65	-0.0078773860308253
56	0.00784417127938057
226	-0.00774945749241053
77	-0.00770101730121304
234	0.00760542340268168
233	0.00760172457899899
232	0.00759811195552297
231	0.00759464185425426
153	-0.00754163423096837
211	0.00749813090473421
320	0.00738338417386312
57	-0.0073192596561841
239	0.00721936207048814
45	-0.0071673312815457
189	-0.00710902248871576
240	-0.00700231417894356
64	0.00694990796264523
106	0.00687606070459161
221	-0.00681785816385048
222	-0.00681562958259434
223	-0.00681328537396226
224	-0.00681086569346946
241	-0.00679018467355698
242	-0.00678768111334548
243	-0.00678531613117298
244	-0.00678309194212334
252	-0.00676970326235052
253	-0.00676839657604105
254	-0.00676718448960637
255	-0.00676605318198982
316	0.00676583563817807
52	-0.00674390057354694
123	-0.006735240438594
97	0.00671971505146399
124	0.00665499438529392
296	-0.00663975299691991
311	0.00648810435766757
168	-0.00642512233041769
249	-0.00632920483062932
63	0.00615245088950332
23	-0.00605087781924494
22	-0.0060498704195955
68	-0.0060299951934217
120	0.00588059631756197
83	-0.00569564506167566
4	0.00567495543375595
160	0.00550828763922846
154	-0.00517585364594253
61	-0.00512944801459405
173	-0.00501590307525267
39	0.00479794710794523
104	-0.00478889437293935
273	0.00478405582796699
261	0.00462212833681543
269	0.00427942251997908
172	0.00427879116184467
62	0.00426482020906849
14	0.00423795833067971
191	0.00416663509094996
47	0.00407554357253529
156	0.00402546923916988
38	0.00401270674549895
304	-0.00397073850908528
227	0.00391930006197154
329	0.00374601272575396
167	-0.00372336376522201
245	-0.00361693042137712
246	-0.00361489628299712
247	-0.0036130010624204
248	-0.00361123934416045
67	0.00358079084612074
196	0.00343539357795858
131	-0.00338770414005191
126	0.00335099932625397
40	0.00316630156445717
250	-0.0030573453860586
